,Date,CO(GT),C6H6(GT),NO2(GT)
685,08/04/2004,2.6,13.8,80.0
686,08/04/2004,5.1,27.1,118.0
687,08/04/2004,4.2,19.1,130.0
688,08/04/2004,2.6,11.7,113.0
689,08/04/2004,2.4,12.7,112.0
690,08/04/2004,2.1,11.3,96.0
691,08/04/2004,2.6,14.2,125.0
692,08/04/2004,2.8,13.9,128.0
693,08/04/2004,2.5,13.2,101.0
694,08/04/2004,1.9,10.7,95.0
695,08/04/2004,3.6,19.7,138.0
696,08/04/2004,4.6,24.0,154.0
697,08/04/2004,6.3,29.1,171.0
698,08/04/2004,4.3,15.8,136.0
699,08/04/2004,1.6,7.0,93.0
700,08/04/2004,1.4,6.3,99.0
701,08/04/2004,2.0,,106.0
702,09/04/2004,2.4,,109.0
703,09/04/2004,1.8,,97.0
704,09/04/2004,1.0,,83.0
705,09/04/2004,1.0,,
706,09/04/2004,1.0,,79.0
707,09/04/2004,0.9,,84.0
708,09/04/2004,1.5,,86.0
709,09/04/2004,2.6,,111.0
710,09/04/2004,2.9,,117.0
711,09/04/2004,2.7,,122.0
712,09/04/2004,2.4,,119.0
713,09/04/2004,2.6,,121.0
714,09/04/2004,4.1,,127.0
715,09/04/2004,4.3,,135.0
716,09/04/2004,2.2,,119.0
717,09/04/2004,3.4,,137.0
718,09/04/2004,3.6,,139.0
719,09/04/2004,2.5,,117.0
720,09/04/2004,2.8,,127.0
721,09/04/2004,3.4,,137.0
722,09/04/2004,3.0,,127.0
723,09/04/2004,2.1,,107.0
724,09/04/2004,2.4,,102.0
725,09/04/2004,2.3,8.4,95.0
726,10/04/2004,1.3,5.4,79.0
727,10/04/2004,1.7,6.9,78.0
728,10/04/2004,1.7,6.4,75.0
729,10/04/2004,1.0,3.6,
730,10/04/2004,0.8,3.3,52.0
731,10/04/2004,1.0,4.0,55.0
732,10/04/2004,1.4,6.0,65.0
733,10/04/2004,1.7,8.2,72.0
734,10/04/2004,2.0,9.9,76.0
735,10/04/2004,2.0,8.8,84.0
736,10/04/2004,1.9,8.4,90.0
737,10/04/2004,2.1,7.5,89.0
738,10/04/2004,1.8,7.8,87.0
739,10/04/2004,1.5,6.4,88.0
740,10/04/2004,1.3,5.1,81.0
741,10/04/2004,1.4,6.9,89.0
742,10/04/2004,1.5,6.8,91.0
743,10/04/2004,1.7,7.4,104.0
744,10/04/2004,2.0,8.7,111.0
745,10/04/2004,2.5,11.2,129.0
746,10/04/2004,2.4,10.5,133.0
747,10/04/2004,2.0,8.2,115.0
748,10/04/2004,2.9,11.6,125.0
749,10/04/2004,2.5,9.7,117.0
750,11/04/2004,1.4,5.1,84.0
751,11/04/2004,1.2,4.0,63.0
752,11/04/2004,1.0,3.7,68.0
753,11/04/2004,1.0,4.0,
754,11/04/2004,,3.0,52.0
755,11/04/2004,0.7,2.9,49.0
756,11/04/2004,0.8,2.9,49.0
757,11/04/2004,0.9,3.0,52.0
758,11/04/2004,1.1,3.7,58.0
759,11/04/2004,1.0,3.9,51.0
760,11/04/2004,1.6,6.2,77.0
761,11/04/2004,1.8,7.3,90.0
762,11/04/2004,2.6,9.2,118.0
763,11/04/2004,1.1,4.0,70.0
764,11/04/2004,0.6,2.3,35.0
765,11/04/2004,0.9,3.1,46.0
766,11/04/2004,1.0,3.2,58.0
767,11/04/2004,1.2,3.3,61.0
768,11/04/2004,1.4,4.0,80.0
769,11/04/2004,2.0,5.7,93.0
770,11/04/2004,1.1,3.4,78.0
771,11/04/2004,1.1,3.5,76.0
772,11/04/2004,1.1,2.9,74.0
773,11/04/2004,1.1,3.1,81.0
774,12/04/2004,0.7,1.6,58.0
775,12/04/2004,0.6,1.1,59.0
776,12/04/2004,0.7,2.0,54.0
777,12/04/2004,0.6,1.7,
778,12/04/2004,0.3,0.7,25.0
779,12/04/2004,0.3,0.5,26.0
780,12/04/2004,0.4,0.7,49.0
781,12/04/2004,0.5,0.9,53.0
782,12/04/2004,0.6,1.5,57.0
783,12/04/2004,0.8,2.2,73.0
784,12/04/2004,1.0,2.9,78.0
785,12/04/2004,1.3,3.9,93.0
786,12/04/2004,1.1,2.8,71.0
787,12/04/2004,0.6,1.4,56.0
788,12/04/2004,0.7,1.7,60.0
789,12/04/2004,1.2,3.6,77.0
790,12/04/2004,1.4,3.1,82.0
791,12/04/2004,1.2,3.5,77.0
792,12/04/2004,1.3,3.9,91.0
793,12/04/2004,1.8,5.2,93.0
794,12/04/2004,1.2,3.7,82.0
795,12/04/2004,0.8,2.7,74.0
796,12/04/2004,0.8,2.6,68.0
797,12/04/2004,0.8,2.4,65.0
798,13/04/2004,0.7,2.0,58.0
799,13/04/2004,0.5,1.3,36.0
800,13/04/2004,0.3,1.2,29.0
801,13/04/2004,0.4,1.3,
802,13/04/2004,0.3,0.9,28.0
803,13/04/2004,0.7,3.1,68.0
804,13/04/2004,1.6,6.9,99.0
805,13/04/2004,3.9,19.1,130.0
806,13/04/2004,4.5,22.1,128.0
807,13/04/2004,2.7,11.8,120.0
808,13/04/2004,1.6,7.3,93.0
809,13/04/2004,1.6,8.0,96.0
810,13/04/2004,1.6,7.2,84.0
811,13/04/2004,1.5,7.7,87.0
812,13/04/2004,1.8,9.7,87.0
813,13/04/2004,2.1,9.8,103.0
814,13/04/2004,1.7,7.7,88.0
815,13/04/2004,3.0,15.3,118.0
816,13/04/2004,4.6,21.5,134.0
817,13/04/2004,5.0,21.7,144.0
818,13/04/2004,3.5,14.6,129.0
819,13/04/2004,2.1,9.3,108.0
820,13/04/2004,2.1,9.4,104.0
821,13/04/2004,1.5,6.8,90.0
822,14/04/2004,1.1,4.9,74.0
823,14/04/2004,0.9,3.9,73.0
824,14/04/2004,0.7,2.7,60.0
825,14/04/2004,0.4,1.9,
826,14/04/2004,,1.7,57.0
827,14/04/2004,0.9,3.3,62.0
828,14/04/2004,1.6,7.4,71.0
829,14/04/2004,3.9,18.2,94.0
830,14/04/2004,5.0,27.7,99.0
831,14/04/2004,4.3,18.3,119.0
832,14/04/2004,2.7,12.3,103.0
833,14/04/2004,2.1,8.9,95.0
834,14/04/2004,2.1,10.4,95.0
835,14/04/2004,,9.7,
836,14/04/2004,,12.8,
837,14/04/2004,,12.9,
838,14/04/2004,,8.9,
839,14/04/2004,,11.0,
840,14/04/2004,,12.6,
841,14/04/2004,,13.3,
842,14/04/2004,,18.1,
843,14/04/2004,,13.0,
844,14/04/2004,,7.8,
845,14/04/2004,,5.8,
846,15/04/2004,,4.7,
847,15/04/2004,,3.1,
848,15/04/2004,,2.1,
849,15/04/2004,,1.7,
850,15/04/2004,,1.3,
851,15/04/2004,,2.6,
852,15/04/2004,,7.9,
853,15/04/2004,,21.4,
854,15/04/2004,,22.1,
855,15/04/2004,3.9,19.1,114.0
856,15/04/2004,3.8,17.3,127.0
857,15/04/2004,3.8,17.5,135.0
858,15/04/2004,3.9,17.0,135.0
859,15/04/2004,3.5,17.0,120.0
860,15/04/2004,4.0,19.5,129.0
861,15/04/2004,3.0,14.8,114.0
862,15/04/2004,3.1,14.0,129.0
863,15/04/2004,5.2,24.4,149.0
864,15/04/2004,5.9,28.1,149.0
865,15/04/2004,7.3,33.7,158.0
866,15/04/2004,6.1,24.2,148.0
867,15/04/2004,4.6,19.8,134.0
868,15/04/2004,2.5,9.3,111.0
869,15/04/2004,2.2,7.3,106.0
870,16/04/2004,2.0,7.1,108.0
871,16/04/2004,1.9,6.7,93.0
872,16/04/2004,1.6,6.0,83.0
873,16/04/2004,1.0,2.7,
874,16/04/2004,1.0,3.6,69.0
875,16/04/2004,1.2,5.4,77.0
876,16/04/2004,2.0,10.0,87.0
877,16/04/2004,4.5,23.2,109.0
878,16/04/2004,4.1,18.7,116.0
879,16/04/2004,2.6,9.9,105.0
880,16/04/2004,2.3,10.2,106.0
881,16/04/2004,2.6,11.0,108.0
882,16/04/2004,2.4,10.5,100.0
883,16/04/2004,4.3,18.9,149.0
884,16/04/2004,4.6,18.9,148.0
885,16/04/2004,4.0,17.5,126.0
886,16/04/2004,4.7,17.7,140.0
887,16/04/2004,5.7,23.0,142.0
888,16/04/2004,5.2,20.4,141.0
889,16/04/2004,6.4,26.8,149.0
890,16/04/2004,6.0,19.9,140.0
891,16/04/2004,3.4,12.5,117.0
892,16/04/2004,2.7,9.6,103.0
893,16/04/2004,3.1,10.0,99.0
894,17/04/2004,2.6,8.1,100.0
895,17/04/2004,2.2,7.1,88.0
896,17/04/2004,1.9,6.4,83.0
897,17/04/2004,,5.1,
898,17/04/2004,,3.0,
899,17/04/2004,,4.2,
900,17/04/2004,,5.1,
901,17/04/2004,,8.1,
902,17/04/2004,,8.8,
903,17/04/2004,,7.2,
904,17/04/2004,,9.2,
905,17/04/2004,,6.0,
906,17/04/2004,,5.0,
907,17/04/2004,,7.5,
908,17/04/2004,,3.9,
909,17/04/2004,,5.0,
910,17/04/2004,,5.4,
911,17/04/2004,,5.0,
912,17/04/2004,,5.5,
913,17/04/2004,,7.8,
914,17/04/2004,,8.2,
915,17/04/2004,,5.3,
916,17/04/2004,,7.9,
917,17/04/2004,,10.7,
918,18/04/2004,,6.9,
919,18/04/2004,,6.3,
920,18/04/2004,,5.6,
921,18/04/2004,,5.4,
922,18/04/2004,,3.2,
923,18/04/2004,,1.9,
924,18/04/2004,,2.3,
925,18/04/2004,,2.4,
926,18/04/2004,,2.9,
927,18/04/2004,,4.2,
928,18/04/2004,,6.8,
929,18/04/2004,,7.3,
930,18/04/2004,,5.3,
931,18/04/2004,,3.4,
932,18/04/2004,,3.4,
933,18/04/2004,,6.8,
934,18/04/2004,,7.0,
935,18/04/2004,,7.7,
936,18/04/2004,,8.5,
937,18/04/2004,,13.5,
938,18/04/2004,,9.2,
939,18/04/2004,,8.7,
940,18/04/2004,,6.6,
941,18/04/2004,,9.1,
942,19/04/2004,,7.8,
943,19/04/2004,,4.2,
944,19/04/2004,,3.4,
945,19/04/2004,,1.7,
946,19/04/2004,,2.1,
947,19/04/2004,,2.2,
948,19/04/2004,,6.9,
949,19/04/2004,,16.5,
950,19/04/2004,,18.7,
951,19/04/2004,,8.5,
952,19/04/2004,,6.8,
953,19/04/2004,,7.5,
954,19/04/2004,,10.9,
955,19/04/2004,,13.4,
956,19/04/2004,,7.9,
957,19/04/2004,,8.8,
958,19/04/2004,,11.5,
959,19/04/2004,,11.8,
960,19/04/2004,,8.3,
961,19/04/2004,,7.9,
962,19/04/2004,,6.7,
963,19/04/2004,,4.6,
964,19/04/2004,,5.0,
965,19/04/2004,,5.3,
966,20/04/2004,,3.9,
967,20/04/2004,,2.9,
968,20/04/2004,,1.5,
969,20/04/2004,,0.8,
970,20/04/2004,,1.2,
971,20/04/2004,,2.9,
972,20/04/2004,,7.6,
973,20/04/2004,,20.7,
974,20/04/2004,,29.9,
975,20/04/2004,,20.1,
976,20/04/2004,,17.1,
977,20/04/2004,,19.4,
978,20/04/2004,,18.7,
979,20/04/2004,,15.8,
980,20/04/2004,,10.3,
981,20/04/2004,,7.9,
982,20/04/2004,,13.7,
983,20/04/2004,,19.7,
984,20/04/2004,,25.3,
985,20/04/2004,,23.9,
986,20/04/2004,,20.6,
987,20/04/2004,,12.3,
988,20/04/2004,,7.7,
989,20/04/2004,,9.0,
990,21/04/2004,,4.5,
991,21/04/2004,,5.8,
992,21/04/2004,,3.2,
993,21/04/2004,,3.0,
994,21/04/2004,,2.0,
995,21/04/2004,,3.7,
996,21/04/2004,,8.7,
997,21/04/2004,,27.0,
998,21/04/2004,,40.3,
999,21/04/2004,,20.0,
1000,21/04/2004,,17.1,
1001,21/04/2004,,11.0,
1002,21/04/2004,,10.6,
1003,21/04/2004,,10.5,
1004,21/04/2004,,9.6,
1005,21/04/2004,,9.3,
1006,21/04/2004,,12.7,
1007,21/04/2004,,19.8,
1008,21/04/2004,,32.5,
1009,21/04/2004,,33.6,
1010,21/04/2004,,26.0,
1011,21/04/2004,,16.4,
1012,21/04/2004,,10.6,
1013,21/04/2004,,7.1,
1014,22/04/2004,,6.4,
1015,22/04/2004,,4.6,
1016,22/04/2004,,3.0,
1017,22/04/2004,,2.2,
1018,22/04/2004,,1.7,
1019,22/04/2004,,2.2,
1020,22/04/2004,,5.7,
1021,22/04/2004,,13.8,
1022,22/04/2004,,21.6,
1023,22/04/2004,,26.1,
1024,22/04/2004,,20.1,
1025,22/04/2004,,15.4,
1026,22/04/2004,,13.6,
1027,22/04/2004,,11.1,
1028,22/04/2004,,12.2,
1029,22/04/2004,,17.5,
1030,22/04/2004,,19.1,
1031,22/04/2004,,27.1,
1032,22/04/2004,,28.3,
1033,22/04/2004,,35.0,
1034,22/04/2004,,22.4,
1035,22/04/2004,,13.5,
1036,22/04/2004,,8.2,
1037,22/04/2004,,7.8,
1038,23/04/2004,,10.0,
1039,23/04/2004,,6.6,
1040,23/04/2004,,3.4,
1041,23/04/2004,,2.8,
1042,23/04/2004,,2.3,
1043,23/04/2004,0.6,2.9,59.0
1044,23/04/2004,0.8,4.9,67.0
1045,23/04/2004,4.0,22.6,95.0
1046,23/04/2004,5.6,31.1,123.0
1047,23/04/2004,5.0,22.1,142.0
1048,23/04/2004,3.2,18.3,142.0
1049,23/04/2004,3.8,22.0,169.0
1050,23/04/2004,3.3,20.1,142.0
1051,23/04/2004,3.0,18.9,136.0
1052,23/04/2004,3.2,20.6,147.0
1053,23/04/2004,4.4,25.3,196.0
1054,23/04/2004,4.6,25.8,186.0
1055,23/04/2004,5.2,30.6,177.0
1056,23/04/2004,4.8,27.1,164.0
1057,23/04/2004,5.6,32.5,161.0
1058,23/04/2004,4.6,20.8,146.0
1059,23/04/2004,1.8,10.9,98.0
1060,23/04/2004,2.2,13.0,108.0
1061,23/04/2004,2.0,11.8,107.0
1062,24/04/2004,2.8,13.4,113.0
1063,24/04/2004,2.6,13.4,100.0
1064,24/04/2004,1.8,9.0,87.0
1065,24/04/2004,1.1,5.8,
1066,24/04/2004,,3.8,60.0
1067,24/04/2004,0.7,3.7,65.0
1068,24/04/2004,0.9,5.7,64.0
1069,24/04/2004,1.5,10.0,73.0
1070,24/04/2004,2.5,15.0,86.0
1071,24/04/2004,3.0,15.6,105.0
1072,24/04/2004,2.6,12.3,107.0
1073,24/04/2004,2.6,14.4,114.0
1074,24/04/2004,2.6,14.6,105.0
1075,24/04/2004,1.9,8.7,74.0
1076,24/04/2004,2.0,11.0,95.0
1077,24/04/2004,1.7,9.0,89.0
1078,24/04/2004,1.9,10.7,95.0
1079,24/04/2004,1.8,9.9,93.0
1080,24/04/2004,2.8,15.7,123.0
1081,24/04/2004,3.5,19.4,134.0
1082,24/04/2004,3.4,16.8,126.0
1083,24/04/2004,2.0,6.8,79.0
1084,24/04/2004,1.1,3.0,54.0
1085,24/04/2004,1.3,3.2,69.0
1086,25/04/2004,1.2,3.1,67.0
1087,25/04/2004,1.3,3.9,73.0
1088,25/04/2004,1.0,3.6,73.0
1089,25/04/2004,1.3,4.5,
1090,25/04/2004,,1.2,33.0
1091,25/04/2004,0.3,0.7,20.0
1092,25/04/2004,0.5,1.1,37.0
1093,25/04/2004,0.6,1.4,50.0
1094,25/04/2004,0.6,1.6,45.0
1095,25/04/2004,0.8,2.3,48.0
1096,25/04/2004,1.0,2.5,56.0
1097,25/04/2004,0.9,2.7,58.0
1098,25/04/2004,1.0,2.7,52.0
1099,25/04/2004,0.8,2.2,52.0
1100,25/04/2004,0.7,2.0,44.0
1101,25/04/2004,0.9,3.4,59.0
1102,25/04/2004,1.3,4.5,74.0
1103,25/04/2004,1.4,4.7,76.0
1104,25/04/2004,1.5,6.0,83.0
1105,25/04/2004,2.7,11.7,100.0
1106,25/04/2004,2.5,8.2,101.0
1107,25/04/2004,1.4,5.1,90.0
1108,25/04/2004,2.8,13.0,93.0
1109,25/04/2004,2.1,7.0,79.0
1110,26/04/2004,1.1,3.9,57.0
1111,26/04/2004,0.7,2.2,43.0
1112,26/04/2004,0.4,1.3,25.0
1113,26/04/2004,0.3,0.8,
1114,26/04/2004,,0.6,17.0
1115,26/04/2004,0.4,1.2,44.0
1116,26/04/2004,0.8,3.4,72.0
1117,26/04/2004,1.9,7.5,91.0
1118,26/04/2004,2.1,8.9,89.0
1119,26/04/2004,1.4,5.3,84.0
1120,26/04/2004,1.4,5.4,83.0
1121,26/04/2004,1.3,5.2,78.0
1122,26/04/2004,1.5,6.6,80.0
1123,26/04/2004,1.6,6.9,75.0
1124,26/04/2004,1.3,5.4,77.0
1125,26/04/2004,1.4,6.0,77.0
1126,26/04/2004,1.5,6.4,81.0
1127,26/04/2004,2.2,10.7,101.0
1128,26/04/2004,3.2,13.9,119.0
1129,26/04/2004,3.0,12.5,111.0
1130,26/04/2004,2.6,9.3,109.0
1131,26/04/2004,1.6,6.7,101.0
1132,26/04/2004,1.5,5.3,89.0
1133,26/04/2004,1.2,4.0,75.0
1134,27/04/2004,0.8,2.2,51.0
1135,27/04/2004,0.7,1.7,39.0
1136,27/04/2004,0.5,1.6,32.0
1137,27/04/2004,0.5,1.5,
1138,27/04/2004,,2.5,49.0
1139,27/04/2004,0.7,3.3,68.0
1140,27/04/2004,1.4,8.9,76.0
1141,27/04/2004,4.1,23.4,122.0
1142,27/04/2004,4.6,23.8,129.0
1143,27/04/2004,1.9,7.9,94.0
1144,27/04/2004,1.9,8.2,99.0
1145,27/04/2004,1.7,8.8,81.0
1146,27/04/2004,2.4,14.6,87.0
1147,27/04/2004,3.0,18.0,107.0
1148,27/04/2004,2.0,12.0,95.0
1149,27/04/2004,2.7,14.8,110.0
1150,27/04/2004,2.2,12.5,99.0
1151,27/04/2004,2.9,15.5,113.0
1152,27/04/2004,3.4,17.7,127.0
1153,27/04/2004,3.9,21.6,131.0
1154,27/04/2004,3.6,18.9,137.0
1155,27/04/2004,2.5,12.5,122.0
1156,27/04/2004,1.8,8.8,100.0
1157,27/04/2004,2.0,10.9,108.0
1158,28/04/2004,1.3,8.0,83.0
1159,28/04/2004,1.0,4.4,74.0
1160,28/04/2004,0.6,2.8,64.0
1161,28/04/2004,0.6,2.7,
1162,28/04/2004,,2.2,40.0
1163,28/04/2004,0.5,2.5,39.0
1164,28/04/2004,1.1,7.5,69.0
1165,28/04/2004,5.5,30.4,104.0
1166,28/04/2004,4.2,22.0,100.0
1167,28/04/2004,4.6,24.7,146.0
1168,28/04/2004,3.4,18.4,155.0
1169,28/04/2004,2.8,16.8,139.0
1170,28/04/2004,2.5,14.2,121.0
1171,28/04/2004,2.4,15.7,108.0
1172,28/04/2004,3.2,21.9,126.0
1173,28/04/2004,3.5,20.8,145.0
1174,28/04/2004,2.9,16.2,121.0
1175,28/04/2004,3.6,19.8,145.0
1176,28/04/2004,4.8,28.9,160.0
1177,28/04/2004,5.4,28.3,155.0
1178,28/04/2004,5.3,24.9,162.0
1179,28/04/2004,2.7,13.1,129.0
1180,28/04/2004,1.4,8.6,96.0
1181,28/04/2004,1.6,9.5,92.0
1182,29/04/2004,1.5,7.8,89.0
1183,29/04/2004,1.0,5.2,61.0
1184,29/04/2004,0.6,2.8,54.0
1185,29/04/2004,0.4,2.3,
1186,29/04/2004,,2.5,44.0
1187,29/04/2004,0.8,4.4,57.0
1188,29/04/2004,1.5,9.4,68.0
1189,29/04/2004,4.9,29.8,95.0
1190,29/04/2004,7.2,36.2,125.0
1191,29/04/2004,3.5,18.0,135.0
1192,29/04/2004,2.1,10.9,118.0
1193,29/04/2004,1.5,9.0,91.0
1194,29/04/2004,2.0,14.4,89.0
1195,29/04/2004,3.8,22.3,129.0
1196,29/04/2004,3.4,20.9,122.0
1197,29/04/2004,4.4,23.1,138.0
1198,29/04/2004,3.9,21.2,136.0
1199,29/04/2004,4.9,24.8,143.0
1200,29/04/2004,5.4,28.6,145.0
1201,29/04/2004,6.5,32.6,146.0
1202,29/04/2004,4.3,19.2,122.0
1203,29/04/2004,2.9,16.3,112.0
1204,29/04/2004,2.7,13.7,102.0
1205,29/04/2004,2.8,13.6,97.0
1206,30/04/2004,2.3,11.1,85.0
1207,30/04/2004,1.7,7.6,76.0
1208,30/04/2004,1.2,5.9,74.0
1209,30/04/2004,1.0,5.0,
1210,30/04/2004,,4.0,56.0
1211,30/04/2004,0.8,4.5,66.0
1212,30/04/2004,1.7,9.3,90.0
1213,30/04/2004,3.0,18.3,111.0
1214,30/04/2004,3.4,19.9,103.0
1215,30/04/2004,3.3,16.6,117.0
1216,30/04/2004,2.7,12.6,116.0
1217,30/04/2004,2.6,12.9,109.0
1218,30/04/2004,3.2,14.9,116.0
1219,30/04/2004,3.4,17.4,115.0
1220,30/04/2004,2.6,15.4,94.0
1221,30/04/2004,3.4,16.7,121.0
1222,30/04/2004,4.0,18.0,114.0
1223,30/04/2004,4.5,19.2,110.0
1224,30/04/2004,4.2,21.0,122.0
1225,30/04/2004,5.7,26.9,135.0
1226,30/04/2004,4.4,19.5,133.0
1227,30/04/2004,3.1,15.1,110.0
1228,30/04/2004,3.0,14.6,102.0
1229,30/04/2004,3.1,13.7,108.0
1230,01/05/2004,3.5,15.2,110.0
1231,01/05/2004,2.4,9.3,84.0
1232,01/05/2004,1.6,6.5,71.0
1233,01/05/2004,1.3,6.3,
1234,01/05/2004,,3.5,42.0
1235,01/05/2004,0.6,2.6,32.0
1236,01/05/2004,0.7,3.1,35.0
1237,01/05/2004,1.2,6.5,67.0
1238,01/05/2004,1.5,6.5,73.0
1239,01/05/2004,1.8,8.8,86.0
1240,01/05/2004,2.1,8.8,89.0
1241,01/05/2004,1.9,9.2,86.0
1242,01/05/2004,2.0,9.2,86.0
1243,01/05/2004,1.3,6.1,66.0
1244,01/05/2004,1.3,6.5,68.0
1245,01/05/2004,1.8,9.2,82.0
1246,01/05/2004,2.0,8.3,91.0
1247,01/05/2004,1.8,8.3,95.0
1248,01/05/2004,2.4,11.0,104.0
1249,01/05/2004,4.0,14.7,131.0
1250,01/05/2004,2.8,10.8,112.0
1251,01/05/2004,2.0,9.4,100.0
1252,01/05/2004,3.6,14.8,115.0
1253,01/05/2004,3.7,13.3,129.0
1254,02/05/2004,2.3,8.4,99.0
1255,02/05/2004,1.8,7.9,74.0
1256,02/05/2004,0.9,5.5,55.0
1257,02/05/2004,1.6,6.6,
1258,02/05/2004,,3.3,35.0
1259,02/05/2004,0.6,2.6,37.0
1260,02/05/2004,0.7,3.6,45.0
1261,02/05/2004,0.8,4.8,46.0
1262,02/05/2004,1.2,5.9,68.0
1263,02/05/2004,1.4,6.9,77.0
1264,02/05/2004,1.6,8.5,79.0
1265,02/05/2004,1.3,6.1,72.0
1266,02/05/2004,1.3,6.2,68.0
1267,02/05/2004,1.1,4.8,64.0
1268,02/05/2004,1.2,6.8,73.0
1269,02/05/2004,1.5,7.0,84.0
1270,02/05/2004,1.1,5.5,67.0
1271,02/05/2004,1.9,9.5,106.0
1272,02/05/2004,2.3,11.9,114.0
1273,02/05/2004,3.3,13.8,123.0
1274,02/05/2004,2.6,10.7,108.0
1275,02/05/2004,2.2,9.7,100.0
1276,02/05/2004,2.3,10.2,118.0
1277,02/05/2004,2.0,8.3,121.0
1278,03/05/2004,1.6,7.1,94.0
1279,03/05/2004,0.8,3.0,52.0
1280,03/05/2004,0.6,2.2,39.0
1281,03/05/2004,0.4,1.7,
1282,03/05/2004,,1.5,33.0
1283,03/05/2004,0.7,3.7,57.0
1284,03/05/2004,1.3,8.2,80.0
1285,03/05/2004,3.4,21.1,101.0
1286,03/05/2004,4.7,26.5,109.0
1287,03/05/2004,3.4,17.4,109.0
1288,03/05/2004,2.5,12.9,111.0
1289,03/05/2004,2.0,10.9,102.0
1290,03/05/2004,1.9,11.0,96.0
1291,03/05/2004,1.7,10.8,90.0
1292,03/05/2004,1.4,10.0,69.0
1293,03/05/2004,1.5,11.2,74.0
1294,03/05/2004,2.4,16.8,102.0
1295,03/05/2004,3.9,23.6,128.0
1296,03/05/2004,4.2,23.3,130.0
1297,03/05/2004,3.7,19.4,120.0
1298,03/05/2004,3.2,13.1,113.0
1299,03/05/2004,2.0,9.8,100.0
1300,03/05/2004,1.1,5.3,70.0
1301,03/05/2004,1.5,6.7,83.0
1302,04/05/2004,1.3,5.5,81.0
1303,04/05/2004,1.0,3.7,69.0
1304,04/05/2004,0.6,2.2,48.0
1305,04/05/2004,0.4,1.5,
1306,04/05/2004,,1.5,28.0
1307,04/05/2004,0.6,2.9,47.0
1308,04/05/2004,1.9,9.9,88.0
1309,04/05/2004,4.5,23.0,109.0
1310,04/05/2004,4.3,22.3,113.0
1311,04/05/2004,3.2,16.2,104.0
1312,04/05/2004,1.3,7.9,65.0
1313,04/05/2004,2.2,12.4,87.0
1314,04/05/2004,2.6,13.6,99.0
1315,04/05/2004,2.3,12.3,100.0
1316,04/05/2004,2.4,12.1,105.0
1317,04/05/2004,2.6,12.9,97.0
1318,04/05/2004,1.2,6.3,54.0
1319,04/05/2004,1.6,10.6,59.0
1320,04/05/2004,3.9,20.6,109.0
1321,04/05/2004,4.7,22.1,125.0
1322,04/05/2004,5.4,20.8,132.0
1323,04/05/2004,3.0,11.8,110.0
1324,04/05/2004,0.9,4.3,53.0
1325,04/05/2004,1.1,5.0,61.0
1326,05/05/2004,0.7,2.3,41.0
1327,05/05/2004,0.5,1.4,22.0
1328,05/05/2004,0.5,1.5,28.0
1329,05/05/2004,0.5,1.8,
1330,05/05/2004,,2.1,41.0
1331,05/05/2004,0.8,3.5,54.0
1332,05/05/2004,1.3,6.9,81.0
1333,05/05/2004,3.5,19.1,107.0
1334,05/05/2004,,22.0,
1335,05/05/2004,3.9,18.9,124.0
1336,05/05/2004,2.9,13.0,123.0
1337,05/05/2004,2.6,13.0,120.0
1338,05/05/2004,3.0,14.5,113.0
1339,05/05/2004,3.7,19.7,114.0
1340,05/05/2004,3.9,19.4,120.0
1341,05/05/2004,3.5,16.4,125.0
1342,05/05/2004,2.4,11.2,88.0
1343,05/05/2004,1.6,10.0,72.0
1344,05/05/2004,3.0,14.6,103.0
1345,05/05/2004,1.6,8.5,67.0
1346,05/05/2004,2.1,9.2,79.0
1347,05/05/2004,1.8,6.9,89.0
1348,05/05/2004,1.1,3.7,67.0
1349,05/05/2004,1.5,4.9,83.0
1350,06/05/2004,1.4,4.6,76.0
1351,06/05/2004,0.9,3.4,58.0
1352,06/05/2004,0.5,1.2,30.0
1353,06/05/2004,0.4,1.0,
1354,06/05/2004,,1.2,22.0
1355,06/05/2004,0.6,2.3,50.0
1356,06/05/2004,1.3,6.1,92.0
1357,06/05/2004,2.9,16.8,101.0
1358,06/05/2004,3.6,20.3,121.0
1359,06/05/2004,3.4,16.4,130.0
1360,06/05/2004,2.5,12.5,114.0
1361,06/05/2004,2.1,9.8,100.0
1362,06/05/2004,1.1,5.2,56.0
1363,06/05/2004,1.8,8.9,75.0
1364,06/05/2004,3.0,14.1,121.0
1365,06/05/2004,3.1,12.7,128.0
1366,06/05/2004,3.6,14.6,139.0
1367,06/05/2004,3.3,12.4,122.0
1368,06/05/2004,1.8,9.4,92.0
1369,06/05/2004,2.1,11.0,97.0
1370,06/05/2004,2.2,8.9,98.0
1371,06/05/2004,1.6,6.6,93.0
1372,06/05/2004,0.9,3.9,65.0
1373,06/05/2004,1.8,7.3,81.0
1374,07/05/2004,2.3,8.2,102.0
1375,07/05/2004,2.0,7.5,91.0
1376,07/05/2004,0.9,3.3,56.0
1377,07/05/2004,0.6,2.4,
1378,07/05/2004,,2.2,41.0
1379,07/05/2004,0.7,2.8,48.0
1380,07/05/2004,1.5,7.5,72.0
1381,07/05/2004,3.7,19.8,106.0
1382,07/05/2004,4.2,22.1,107.0
1383,07/05/2004,3.4,15.0,127.0
1384,07/05/2004,2.4,9.3,114.0
1385,07/05/2004,1.3,6.3,101.0
1386,07/05/2004,1.5,8.2,95.0
1387,07/05/2004,2.2,10.9,110.0
