,T,RH,AH,Value,Type
530,18.3,40.9,0.8493,1536.0,Tin Oxide
531,16.8,44.0,0.8341,1192.0,Tin Oxide
532,15.8,48.0,0.8569,1186.0,Tin Oxide
533,14.9,52.0,0.8757,1203.0,Tin Oxide
534,14.1,54.4,0.8701,1139.0,Tin Oxide
535,13.3,58.8,0.8922,1072.0,Tin Oxide
536,13.3,60.9,0.9229,954.0,Tin Oxide
538,11.2,65.9,0.8775,926.0,Tin Oxide
539,11.3,72.9,0.9738,968.0,Tin Oxide
540,11.4,71.8,0.9671,1067.0,Tin Oxide
541,11.9,73.7,1.0254,1386.0,Tin Oxide
542,12.6,70.2,1.0221,1474.0,Tin Oxide
543,13.6,65.3,1.0136,1569.0,Tin Oxide
544,16.9,52.3,1.0013,1375.0,Tin Oxide
545,19.4,44.1,0.9855,1328.0,Tin Oxide
546,22.9,33.8,0.9322,1341.0,Tin Oxide
547,23.6,31.3,0.9001,1297.0,Tin Oxide
548,24.7,30.5,0.9371,1303.0,Tin Oxide
549,26.1,27.3,0.9101,1281.0,Tin Oxide
550,27.6,22.8,0.8288,1248.0,Tin Oxide
551,26.9,22.3,0.7792,1382.0,Tin Oxide
552,24.3,30.1,0.9012,1491.0,Tin Oxide
553,21.2,40.1,0.9978,1620.0,Tin Oxide
554,19.4,42.5,0.9483,1693.0,Tin Oxide
555,18.5,43.0,0.9074,1374.0,Tin Oxide
556,17.8,47.0,0.9467,1287.0,Tin Oxide
557,16.8,53.2,1.01,1408.0,Tin Oxide
558,17.1,51.8,0.999,1254.0,Tin Oxide
559,16.2,54.2,0.9933,1141.0,Tin Oxide
560,15.1,58.2,0.9886,1141.0,Tin Oxide
562,14.5,58.0,0.9488,986.0,Tin Oxide
563,13.7,61.6,0.9631,1005.0,Tin Oxide
564,13.9,59.6,0.9408,1041.0,Tin Oxide
565,13.3,61.7,0.9399,1272.0,Tin Oxide
566,15.1,55.8,0.9486,1436.0,Tin Oxide
567,17.0,50.5,0.9684,1472.0,Tin Oxide
616,15.6,57.4,1.0075,1461.0,Tin Oxide
617,16.6,55.2,1.0382,1430.0,Tin Oxide
618,17.0,54.3,1.0434,1498.0,Tin Oxide
619,18.0,51.5,1.0552,1454.0,Tin Oxide
620,19.5,47.5,1.0653,1402.0,Tin Oxide
621,21.6,41.7,1.0606,1327.0,Tin Oxide
622,22.2,38.3,1.0106,1273.0,Tin Oxide
623,20.3,42.8,1.0053,1457.0,Tin Oxide
624,19.7,45.4,1.0312,1543.0,Tin Oxide
625,18.8,47.5,1.0199,1499.0,Tin Oxide
626,17.9,49.4,1.0064,1378.0,Tin Oxide
627,17.5,50.9,1.009,1243.0,Tin Oxide
628,17.4,51.8,1.023,1196.0,Tin Oxide
629,17.0,53.9,1.0363,1137.0,Tin Oxide
630,16.6,55.4,1.0408,1015.0,Tin Oxide
631,15.9,57.0,1.0224,978.0,Tin Oxide
632,15.0,59.2,1.0059,933.0,Tin Oxide
634,14.1,61.6,0.9883,908.0,Tin Oxide
635,14.6,58.8,0.9711,980.0,Tin Oxide
636,14.4,58.9,0.9594,1236.0,Tin Oxide
637,15.3,55.2,0.9538,1664.0,Tin Oxide
638,16.2,52.5,0.9576,1757.0,Tin Oxide
639,18.4,46.3,0.9734,1524.0,Tin Oxide
640,19.6,41.8,0.9407,1329.0,Tin Oxide
641,20.2,40.1,0.937,1167.0,Tin Oxide
642,20.9,36.6,0.8939,1369.0,Tin Oxide
643,20.4,34.7,0.8229,1284.0,Tin Oxide
644,19.3,35.4,0.7813,1221.0,Tin Oxide
645,18.6,36.9,0.7829,1096.0,Tin Oxide
646,18.8,36.8,0.7883,1143.0,Tin Oxide
647,17.5,40.6,0.8068,1251.0,Tin Oxide
648,16.8,44.3,0.8428,1268.0,Tin Oxide
649,16.3,47.7,0.8746,1314.0,Tin Oxide
650,15.6,50.7,0.8947,1315.0,Tin Oxide
651,15.7,49.4,0.8768,1095.0,Tin Oxide
652,15.8,48.6,0.8653,1027.0,Tin Oxide
653,15.7,47.0,0.8325,1012.0,Tin Oxide
654,15.7,45.9,0.8121,948.0,Tin Oxide
655,15.6,44.9,0.792,889.0,Tin Oxide
656,15.6,44.4,0.7827,830.0,Tin Oxide
658,15.7,45.4,0.8063,804.0,Tin Oxide
659,15.3,50.1,0.8617,824.0,Tin Oxide
660,14.2,58.6,0.9443,1000.0,Tin Oxide
661,14.3,58.2,0.9431,1307.0,Tin Oxide
662,15.0,52.0,0.8817,1286.0,Tin Oxide
663,13.6,61.4,0.9519,1150.0,Tin Oxide
664,16.1,53.1,0.9675,1087.0,Tin Oxide
665,16.6,44.3,0.8294,1016.0,Tin Oxide
666,17.4,40.3,0.7922,1029.0,Tin Oxide
667,18.1,42.2,0.8679,1109.0,Tin Oxide
668,14.4,51.8,0.8433,997.0,Tin Oxide
669,10.9,76.4,0.9953,1177.0,Tin Oxide
670,16.4,47.7,0.8819,1045.0,Tin Oxide
671,18.0,37.1,0.7598,1171.0,Tin Oxide
672,14.7,48.7,0.8089,1221.0,Tin Oxide
673,11.3,71.3,0.9514,1262.0,Tin Oxide
674,10.0,74.0,0.9087,1207.0,Tin Oxide
675,9.8,71.8,0.8702,956.0,Tin Oxide
676,9.3,75.2,0.8796,1020.0,Tin Oxide
677,9.6,76.0,0.9088,1107.0,Tin Oxide
678,9.3,75.0,0.8799,1020.0,Tin Oxide
679,9.0,76.7,0.8825,1051.0,Tin Oxide
680,8.2,79.6,0.8672,965.0,Tin Oxide
682,8.3,75.6,0.8302,823.0,Tin Oxide
683,8.1,72.1,0.7798,869.0,Tin Oxide
684,8.1,70.4,0.7609,939.0,Tin Oxide
685,8.1,70.5,0.7627,1274.0,Tin Oxide
686,9.9,64.3,0.7859,1512.0,Tin Oxide
687,13.0,54.2,0.809,1435.0,Tin Oxide
688,16.5,42.6,0.7912,1207.0,Tin Oxide
689,19.3,34.2,0.7566,1223.0,Tin Oxide
690,21.5,27.4,0.6941,1121.0,Tin Oxide
691,20.4,26.7,0.6323,1176.0,Tin Oxide
692,20.6,22.6,0.5432,1144.0,Tin Oxide
693,20.6,24.8,0.5931,1136.0,Tin Oxide
694,21.0,25.4,0.6264,1085.0,Tin Oxide
695,21.5,24.5,0.6203,1297.0,Tin Oxide
696,19.3,28.6,0.6357,1408.0,Tin Oxide
697,18.0,32.9,0.6737,1618.0,Tin Oxide
698,15.8,39.8,0.7096,1319.0,Tin Oxide
699,15.3,41.5,0.7194,1045.0,Tin Oxide
700,14.1,46.0,0.7363,1058.0,Tin Oxide
725,12.0,67.9,0.9523,1176.0,Tin Oxide
726,12.0,66.9,0.9336,1047.0,Tin Oxide
727,11.5,70.1,0.9503,1116.0,Tin Oxide
728,11.4,69.8,0.939,1074.0,Tin Oxide
730,10.8,70.3,0.9092,898.0,Tin Oxide
731,10.2,73.4,0.9129,970.0,Tin Oxide
732,10.8,70.5,0.9142,1073.0,Tin Oxide
733,11.0,71.0,0.9279,1081.0,Tin Oxide
734,12.4,64.0,0.9206,1159.0,Tin Oxide
735,15.0,53.1,0.8993,1112.0,Tin Oxide
736,16.6,44.4,0.8313,1112.0,Tin Oxide
737,18.0,38.4,0.7862,1063.0,Tin Oxide
738,20.6,30.0,0.7213,1032.0,Tin Oxide
739,19.9,26.7,0.6137,936.0,Tin Oxide
740,19.8,23.1,0.5283,883.0,Tin Oxide
741,21.4,22.7,0.5722,942.0,Tin Oxide
742,22.1,21.3,0.5605,943.0,Tin Oxide
743,21.1,24.5,0.604,1007.0,Tin Oxide
744,18.3,31.6,0.6562,1037.0,Tin Oxide
745,16.1,35.0,0.6372,1127.0,Tin Oxide
746,14.8,41.5,0.6929,1123.0,Tin Oxide
747,13.2,50.3,0.7577,1110.0,Tin Oxide
748,12.3,55.5,0.7916,1247.0,Tin Oxide
749,11.8,56.6,0.7833,1220.0,Tin Oxide
750,11.2,56.2,0.7469,1028.0,Tin Oxide
751,11.0,56.6,0.7418,978.0,Tin Oxide
752,9.3,64.3,0.7531,949.0,Tin Oxide
754,7.8,70.4,0.7463,863.0,Tin Oxide
755,7.7,70.7,0.7463,836.0,Tin Oxide
756,7.4,71.0,0.7346,856.0,Tin Oxide
757,8.2,66.6,0.7283,888.0,Tin Oxide
758,8.7,64.3,0.7267,912.0,Tin Oxide
759,13.0,47.9,0.7116,938.0,Tin Oxide
760,17.4,35.4,0.699,1053.0,Tin Oxide
761,20.2,29.2,0.683,1087.0,Tin Oxide
762,22.7,22.9,0.6224,1153.0,Tin Oxide
763,22.3,22.4,0.5955,894.0,Tin Oxide
764,22.2,18.9,0.4993,797.0,Tin Oxide
765,22.0,19.0,0.4969,854.0,Tin Oxide
766,21.0,23.6,0.5788,892.0,Tin Oxide
767,19.6,27.4,0.6162,935.0,Tin Oxide
768,17.9,30.8,0.6258,989.0,Tin Oxide
769,16.4,35.3,0.6532,1063.0,Tin Oxide
770,15.6,37.5,0.6575,922.0,Tin Oxide
771,15.5,36.7,0.6438,925.0,Tin Oxide
772,14.5,39.0,0.6428,924.0,Tin Oxide
773,14.2,38.2,0.6163,914.0,Tin Oxide
774,13.7,38.3,0.5957,840.0,Tin Oxide
775,14.1,34.0,0.5442,799.0,Tin Oxide
776,14.6,34.0,0.5605,856.0,Tin Oxide
778,13.9,30.9,0.4868,753.0,Tin Oxide
779,13.5,37.9,0.5852,785.0,Tin Oxide
780,13.9,43.6,0.6871,835.0,Tin Oxide
781,13.5,50.1,0.7706,865.0,Tin Oxide
782,13.3,53.6,0.8169,922.0,Tin Oxide
783,13.4,56.0,0.8576,975.0,Tin Oxide
784,13.0,59.6,0.886,1040.0,Tin Oxide
785,12.7,62.7,0.9173,1115.0,Tin Oxide
786,12.1,60.5,0.8505,1004.0,Tin Oxide
787,11.2,64.4,0.8537,895.0,Tin Oxide
788,10.7,67.6,0.8703,917.0,Tin Oxide
789,11.4,61.2,0.8236,1025.0,Tin Oxide
790,9.9,70.5,0.8581,1035.0,Tin Oxide
791,10.3,65.2,0.8151,1025.0,Tin Oxide
792,11.0,58.9,0.7714,1040.0,Tin Oxide
793,10.6,59.5,0.7595,1070.0,Tin Oxide
794,10.6,57.7,0.7362,964.0,Tin Oxide
795,10.6,56.1,0.7149,904.0,Tin Oxide
796,10.3,58.0,0.7239,913.0,Tin Oxide
797,10.4,58.4,0.7352,914.0,Tin Oxide
798,10.7,58.2,0.7459,893.0,Tin Oxide
799,10.5,59.9,0.7624,844.0,Tin Oxide
800,10.5,60.8,0.7704,837.0,Tin Oxide
802,11.1,60.1,0.7925,825.0,Tin Oxide
803,10.1,68.4,0.8443,956.0,Tin Oxide
804,10.0,68.7,0.8456,1124.0,Tin Oxide
805,11.0,64.2,0.8398,1496.0,Tin Oxide
806,12.0,58.1,0.8138,1452.0,Tin Oxide
807,12.8,52.0,0.7643,1172.0,Tin Oxide
808,12.6,50.8,0.7387,1020.0,Tin Oxide
809,13.8,47.4,0.7435,1044.0,Tin Oxide
810,15.1,42.7,0.7294,1020.0,Tin Oxide
811,16.3,38.1,0.7006,1009.0,Tin Oxide
812,16.6,36.7,0.6867,1073.0,Tin Oxide
813,15.8,40.5,0.7241,1098.0,Tin Oxide
814,16.3,41.8,0.7712,1061.0,Tin Oxide
815,16.1,42.8,0.7783,1289.0,Tin Oxide
816,15.3,46.8,0.8074,1442.0,Tin Oxide
817,14.7,47.0,0.7815,1479.0,Tin Oxide
818,14.1,49.6,0.7931,1266.0,Tin Oxide
819,13.5,54.1,0.8351,1149.0,Tin Oxide
820,12.3,59.2,0.8461,1168.0,Tin Oxide
821,11.6,62.2,0.851,1079.0,Tin Oxide
822,11.5,61.4,0.8303,1047.0,Tin Oxide
823,10.9,64.6,0.8395,936.0,Tin Oxide
824,11.1,63.2,0.8331,900.0,Tin Oxide
826,10.7,63.8,0.8174,840.0,Tin Oxide
827,10.2,65.8,0.8196,905.0,Tin Oxide
828,10.3,65.6,0.8225,1079.0,Tin Oxide
829,10.8,64.0,0.8307,1417.0,Tin Oxide
830,13.3,55.6,0.8453,1529.0,Tin Oxide
831,15.8,46.8,0.8328,1397.0,Tin Oxide
832,19.5,34.4,0.7738,1214.0,Tin Oxide
833,21.1,30.2,0.745,1109.0,Tin Oxide
834,18.4,34.2,0.7185,1122.0,Tin Oxide
855,13.5,53.4,0.8196,1489.0,Tin Oxide
856,15.0,49.3,0.8364,1451.0,Tin Oxide
857,17.1,42.1,0.812,1454.0,Tin Oxide
858,18.4,36.9,0.7758,1392.0,Tin Oxide
859,19.3,35.4,0.7824,1351.0,Tin Oxide
860,19.2,35.7,0.7826,1418.0,Tin Oxide
861,21.5,30.4,0.7677,1303.0,Tin Oxide
862,19.6,34.6,0.7807,1292.0,Tin Oxide
863,19.6,35.5,0.8017,1560.0,Tin Oxide
864,18.3,44.1,0.9183,1765.0,Tin Oxide
865,17.4,47.8,0.9392,1875.0,Tin Oxide
866,16.8,49.8,0.9446,1746.0,Tin Oxide
867,16.2,53.2,0.9723,1607.0,Tin Oxide
868,14.9,59.1,0.9928,1277.0,Tin Oxide
869,13.9,64.0,1.013,1207.0,Tin Oxide
870,13.7,66.8,1.041,1209.0,Tin Oxide
871,13.4,69.6,1.0688,1189.0,Tin Oxide
872,12.8,71.9,1.0632,1132.0,Tin Oxide
874,11.9,74.8,1.038,1033.0,Tin Oxide
875,11.6,76.4,1.0415,1075.0,Tin Oxide
876,11.7,75.3,1.0325,1242.0,Tin Oxide
877,12.8,71.0,1.0428,1657.0,Tin Oxide
878,13.8,61.1,0.9595,1406.0,Tin Oxide
879,15.3,51.4,0.8886,1150.0,Tin Oxide
880,16.6,48.7,0.9146,1184.0,Tin Oxide
881,17.6,46.7,0.9324,1223.0,Tin Oxide
882,19.2,42.7,0.9425,1196.0,Tin Oxide
883,15.7,62.5,1.1092,1559.0,Tin Oxide
884,14.5,75.7,1.2425,1544.0,Tin Oxide
885,14.4,77.4,1.2654,1485.0,Tin Oxide
886,14.6,74.9,1.2391,1498.0,Tin Oxide
887,14.6,76.0,1.2573,1593.0,Tin Oxide
888,14.0,76.3,1.2166,1529.0,Tin Oxide
889,13.9,78.0,1.2303,1689.0,Tin Oxide
890,13.8,78.0,1.2229,1535.0,Tin Oxide
891,13.5,79.4,1.2224,1304.0,Tin Oxide
892,13.1,80.1,1.2016,1235.0,Tin Oxide
893,12.8,81.0,1.1915,1281.0,Tin Oxide
894,12.7,80.6,1.1819,1167.0,Tin Oxide
895,12.5,81.8,1.1838,1134.0,Tin Oxide
896,12.7,81.2,1.1849,1100.0,Tin Oxide
1043,14.2,52.2,0.8413,852.0,Tin Oxide
1044,14.3,55.4,0.9003,923.0,Tin Oxide
1045,14.0,58.0,0.9202,1490.0,Tin Oxide
1046,15.4,53.3,0.9289,1662.0,Tin Oxide
1047,19.1,42.1,0.9233,1553.0,Tin Oxide
1048,23.7,31.0,0.8968,1423.0,Tin Oxide
1049,26.9,25.7,0.8942,1458.0,Tin Oxide
1050,29.7,20.6,0.8478,1349.0,Tin Oxide
1051,29.2,21.5,0.8573,1326.0,Tin Oxide
1052,29.6,20.1,0.8181,1356.0,Tin Oxide
1053,30.0,19.4,0.81,1460.0,Tin Oxide
1054,29.5,20.1,0.8136,1497.0,Tin Oxide
1055,27.0,26.8,0.9403,1645.0,Tin Oxide
1056,24.9,30.8,0.954,1557.0,Tin Oxide
1057,23.1,36.7,1.0244,1747.0,Tin Oxide
1058,21.5,40.8,1.0333,1482.0,Tin Oxide
1059,20.5,41.5,0.9864,1211.0,Tin Oxide
1060,19.2,44.9,0.9875,1294.0,Tin Oxide
1061,18.8,47.7,1.0221,1300.0,Tin Oxide
1062,18.2,49.7,1.0284,1402.0,Tin Oxide
1063,16.1,57.4,1.0451,1349.0,Tin Oxide
1064,16.3,55.3,1.0178,1161.0,Tin Oxide
1066,16.9,49.8,0.9514,948.0,Tin Oxide
1067,14.8,57.7,0.9644,933.0,Tin Oxide
1068,14.0,59.7,0.9499,1021.0,Tin Oxide
1069,14.6,56.8,0.9385,1134.0,Tin Oxide
1070,16.7,51.9,0.9788,1311.0,Tin Oxide
1071,20.0,45.0,1.039,1409.0,Tin Oxide
1072,23.9,33.7,0.9837,1301.0,Tin Oxide
1073,26.8,29.5,1.0209,1354.0,Tin Oxide
1074,27.2,32.4,1.1493,1391.0,Tin Oxide
1075,26.9,32.1,1.1217,1200.0,Tin Oxide
1076,24.3,41.8,1.2561,1338.0,Tin Oxide
1077,25.6,36.0,1.1629,1223.0,Tin Oxide
1078,27.0,31.8,1.1176,1278.0,Tin Oxide
1079,27.5,31.6,1.1417,1257.0,Tin Oxide
1080,24.9,38.1,1.1838,1497.0,Tin Oxide
1081,23.4,39.7,1.1276,1567.0,Tin Oxide
1082,21.2,50.8,1.2631,1503.0,Tin Oxide
1083,15.6,73.5,1.2953,1169.0,Tin Oxide
1084,12.9,79.7,1.1774,1007.0,Tin Oxide
1085,11.5,76.9,1.0436,1004.0,Tin Oxide
1086,12.2,66.8,0.9455,967.0,Tin Oxide
1087,12.4,64.1,0.9209,984.0,Tin Oxide
1088,12.7,58.7,0.8605,931.0,Tin Oxide
1090,12.5,51.2,0.7374,777.0,Tin Oxide
1091,12.5,50.9,0.7346,763.0,Tin Oxide
1092,12.8,49.3,0.7285,804.0,Tin Oxide
1093,13.5,48.6,0.7487,830.0,Tin Oxide
1094,14.4,45.9,0.7476,833.0,Tin Oxide
1095,15.1,43.9,0.7487,875.0,Tin Oxide
1096,16.6,38.6,0.7236,882.0,Tin Oxide
1097,17.2,35.0,0.6789,862.0,Tin Oxide
1098,17.4,33.9,0.6683,863.0,Tin Oxide
1099,17.9,30.7,0.6234,830.0,Tin Oxide
1100,18.3,27.2,0.5675,807.0,Tin Oxide
1101,19.4,25.7,0.5738,873.0,Tin Oxide
1102,20.2,24.1,0.563,931.0,Tin Oxide
1103,19.6,24.9,0.5625,918.0,Tin Oxide
1104,18.5,27.8,0.5843,1001.0,Tin Oxide
1105,17.8,30.3,0.6129,1169.0,Tin Oxide
1106,16.6,34.0,0.6353,1085.0,Tin Oxide
1107,15.5,37.0,0.6447,940.0,Tin Oxide
1108,14.8,39.5,0.6595,1126.0,Tin Oxide
1109,14.5,42.0,0.6896,978.0,Tin Oxide
1110,14.1,44.9,0.7206,893.0,Tin Oxide
1111,14.2,45.5,0.7333,838.0,Tin Oxide
1112,14.1,45.3,0.7247,803.0,Tin Oxide
1114,14.1,43.0,0.689,767.0,Tin Oxide
1115,13.9,43.9,0.6923,809.0,Tin Oxide
1116,14.0,43.8,0.6959,898.0,Tin Oxide
1117,14.4,43.6,0.7113,1053.0,Tin Oxide
1118,15.0,41.7,0.7093,1033.0,Tin Oxide
1119,16.3,38.4,0.7052,941.0,Tin Oxide
1120,18.3,32.3,0.676,941.0,Tin Oxide
1121,18.8,31.7,0.6821,917.0,Tin Oxide
1122,19.6,30.9,0.6968,977.0,Tin Oxide
1123,20.2,30.7,0.7176,994.0,Tin Oxide
1124,19.7,32.5,0.7396,942.0,Tin Oxide
1125,20.7,31.6,0.7602,981.0,Tin Oxide
1126,20.0,32.7,0.7545,984.0,Tin Oxide
1127,18.6,35.4,0.7535,1116.0,Tin Oxide
1128,18.3,35.9,0.7501,1181.0,Tin Oxide
1129,17.8,37.5,0.7568,1163.0,Tin Oxide
1130,17.3,38.8,0.7584,1081.0,Tin Oxide
1131,17.3,38.8,0.7596,1017.0,Tin Oxide
1132,16.4,40.8,0.7542,966.0,Tin Oxide
1133,16.0,41.4,0.7487,924.0,Tin Oxide
1134,15.4,43.0,0.7482,861.0,Tin Oxide
1135,15.7,42.5,0.7539,826.0,Tin Oxide
1136,15.6,43.4,0.7651,846.0,Tin Oxide
1138,14.7,49.9,0.828,909.0,Tin Oxide
1139,15.5,47.3,0.8282,930.0,Tin Oxide
1140,14.4,53.1,0.8677,1120.0,Tin Oxide
1141,15.9,48.5,0.8704,1518.0,Tin Oxide
1142,18.1,40.3,0.8294,1461.0,Tin Oxide
1143,19.6,35.9,0.81,1075.0,Tin Oxide
1144,22.8,29.1,0.796,1061.0,Tin Oxide
1145,24.8,25.3,0.7793,1066.0,Tin Oxide
1146,27.2,22.0,0.7785,1179.0,Tin Oxide
1147,28.2,20.4,0.7677,1251.0,Tin Oxide
1148,25.4,24.2,0.7733,1120.0,Tin Oxide
1149,25.7,23.8,0.7737,1187.0,Tin Oxide
1150,27.2,22.1,0.7811,1145.0,Tin Oxide
1151,27.0,22.3,0.786,1215.0,Tin Oxide
1152,24.5,27.8,0.8433,1317.0,Tin Oxide
1153,23.7,30.2,0.8718,1388.0,Tin Oxide
1154,21.5,34.5,0.8746,1295.0,Tin Oxide
1155,19.9,37.8,0.8675,1153.0,Tin Oxide
1156,18.9,40.6,0.8771,1078.0,Tin Oxide
1157,17.9,43.5,0.884,1133.0,Tin Oxide
1158,17.4,46.3,0.9112,1055.0,Tin Oxide
1159,18.1,44.7,0.9186,953.0,Tin Oxide
1160,16.5,50.1,0.9331,892.0,Tin Oxide
1162,14.7,56.2,0.9341,859.0,Tin Oxide
1163,16.3,52.8,0.9722,856.0,Tin Oxide
1164,13.9,60.7,0.9597,1030.0,Tin Oxide
1165,15.0,58.3,0.9876,1689.0,Tin Oxide
1166,16.1,54.8,0.996,1486.0,Tin Oxide
1167,19.3,46.4,1.0248,1592.0,Tin Oxide
1168,24.2,33.8,1.0097,1469.0,Tin Oxide
1169,26.7,28.7,0.9895,1364.0,Tin Oxide
1170,27.4,28.2,1.0098,1285.0,Tin Oxide
1171,28.1,26.9,1.0094,1311.0,Tin Oxide
1172,27.7,26.5,0.9693,1416.0,Tin Oxide
1173,28.4,23.4,0.8935,1387.0,Tin Oxide
1174,28.4,26.0,0.9922,1329.0,Tin Oxide
1175,27.3,30.0,1.0752,1496.0,Tin Oxide
1176,24.3,37.3,1.1199,1676.0,Tin Oxide
1177,23.1,42.2,1.1746,1724.0,Tin Oxide
1178,21.8,43.6,1.1226,1642.0,Tin Oxide
1179,19.8,46.8,1.0702,1267.0,Tin Oxide
1180,19.6,49.8,1.1221,1146.0,Tin Oxide
1181,17.9,56.2,1.142,1216.0,Tin Oxide
1182,17.4,55.6,1.0963,1128.0,Tin Oxide
1183,16.8,59.5,1.1269,1042.0,Tin Oxide
1184,15.9,60.1,1.0806,926.0,Tin Oxide
1186,14.6,63.4,1.0446,889.0,Tin Oxide
1187,13.3,67.0,1.0203,959.0,Tin Oxide
1188,12.9,66.5,0.9846,1097.0,Tin Oxide
1189,14.8,61.3,1.0237,1674.0,Tin Oxide
1190,16.1,56.5,1.0274,1771.0,Tin Oxide
1191,18.6,47.8,1.0143,1408.0,Tin Oxide
1192,23.8,30.2,0.8771,1156.0,Tin Oxide
1193,25.4,25.0,0.7966,1042.0,Tin Oxide
1194,25.6,25.5,0.8234,1167.0,Tin Oxide
1195,24.9,29.9,0.9325,1398.0,Tin Oxide
1196,22.4,37.9,1.016,1458.0,Tin Oxide
1197,21.7,44.0,1.1242,1554.0,Tin Oxide
1198,21.4,44.4,1.1176,1495.0,Tin Oxide
1199,20.8,45.3,1.1016,1560.0,Tin Oxide
1200,20.2,48.6,1.1354,1664.0,Tin Oxide
1201,20.2,50.8,1.1924,1761.0,Tin Oxide
1202,18.6,57.6,1.2233,1524.0,Tin Oxide
1203,18.2,58.8,1.2173,1398.0,Tin Oxide
1204,17.8,61.0,1.2352,1342.0,Tin Oxide
1205,17.0,70.7,1.3554,1433.0,Tin Oxide
1206,16.2,76.9,1.4051,1297.0,Tin Oxide
1207,15.7,78.6,1.3943,1179.0,Tin Oxide
1208,15.7,78.4,1.3917,1097.0,Tin Oxide
1210,15.4,78.5,1.3635,1017.0,Tin Oxide
1211,15.7,74.7,1.3194,1005.0,Tin Oxide
1212,15.9,73.1,1.3136,1206.0,Tin Oxide
1213,16.6,68.2,1.2737,1458.0,Tin Oxide
1214,18.7,57.6,1.2323,1405.0,Tin Oxide
1215,17.6,65.0,1.2945,1381.0,Tin Oxide
1216,16.3,73.2,1.3458,1315.0,Tin Oxide
1217,16.0,78.5,1.4209,1332.0,Tin Oxide
1218,17.3,72.4,1.4125,1362.0,Tin Oxide
1219,19.4,60.9,1.3545,1399.0,Tin Oxide
1220,21.4,50.9,1.2823,1310.0,Tin Oxide
1221,22.7,45.8,1.2465,1399.0,Tin Oxide
1222,20.9,60.8,1.4852,1524.0,Tin Oxide
1223,21.0,54.3,1.3353,1487.0,Tin Oxide
1224,20.8,54.4,1.3194,1480.0,Tin Oxide
1225,19.8,58.6,1.3392,1626.0,Tin Oxide
1226,19.1,61.1,1.3345,1449.0,Tin Oxide
1227,18.2,65.4,1.3529,1363.0,Tin Oxide
1228,18.1,66.1,1.3579,1371.0,Tin Oxide
1229,17.7,66.9,1.3422,1406.0,Tin Oxide
1230,17.8,66.8,1.346,1425.0,Tin Oxide
1231,17.3,68.3,1.3346,1179.0,Tin Oxide
1232,16.5,70.2,1.3099,1047.0,Tin Oxide
1234,16.2,69.9,1.2756,882.0,Tin Oxide
1235,16.7,67.1,1.2619,858.0,Tin Oxide
1236,16.7,66.9,1.2631,875.0,Tin Oxide
1237,16.9,66.5,1.2688,1012.0,Tin Oxide
1238,17.7,62.0,1.2458,1049.0,Tin Oxide
1239,19.4,54.6,1.2184,1131.0,Tin Oxide
1240,21.6,46.1,1.1725,1120.0,Tin Oxide
1241,24.6,36.7,1.1202,1117.0,Tin Oxide
1242,26.0,31.9,1.0566,1110.0,Tin Oxide
1243,25.6,31.5,1.0184,962.0,Tin Oxide
1244,24.8,34.8,1.0716,963.0,Tin Oxide
1245,26.1,30.3,1.0101,1050.0,Tin Oxide
1246,25.5,33.5,1.0767,1053.0,Tin Oxide
1247,23.7,37.2,1.0746,1045.0,Tin Oxide
1248,22.3,38.9,1.0324,1124.0,Tin Oxide
1249,20.7,42.8,1.0298,1330.0,Tin Oxide
1250,19.0,51.7,1.1222,1171.0,Tin Oxide
1251,17.8,55.5,1.1174,1085.0,Tin Oxide
1252,17.4,57.6,1.1342,1358.0,Tin Oxide
1253,17.6,58.5,1.1645,1385.0,Tin Oxide
1254,17.2,59.3,1.1551,1167.0,Tin Oxide
1255,17.1,60.4,1.1633,1072.0,Tin Oxide
1256,16.4,62.2,1.1507,938.0,Tin Oxide
1258,14.8,65.8,1.1028,854.0,Tin Oxide
1259,14.7,65.2,1.0811,815.0,Tin Oxide
1260,13.1,70.2,1.0554,866.0,Tin Oxide
1261,14.3,66.2,1.0728,911.0,Tin Oxide
1262,16.0,61.6,1.1083,988.0,Tin Oxide
1263,17.7,56.4,1.1342,1046.0,Tin Oxide
1264,21.3,44.7,1.1157,1085.0,Tin Oxide
1265,23.6,36.4,1.0431,1008.0,Tin Oxide
1266,24.3,34.0,1.0149,1004.0,Tin Oxide
1267,24.4,32.7,0.9863,948.0,Tin Oxide
1268,24.6,31.7,0.9647,1026.0,Tin Oxide
1269,23.9,34.3,1.002,1047.0,Tin Oxide
1270,25.9,28.1,0.9258,1018.0,Tin Oxide
1271,24.5,32.3,0.9815,1160.0,Tin Oxide
1272,22.6,39.3,1.06,1269.0,Tin Oxide
1273,21.2,47.5,1.1828,1394.0,Tin Oxide
1274,19.9,54.9,1.2632,1292.0,Tin Oxide
1275,19.4,52.1,1.1642,1212.0,Tin Oxide
1276,19.4,42.6,0.9485,1137.0,Tin Oxide
1277,19.1,44.1,0.966,1080.0,Tin Oxide
1278,18.0,49.3,1.0086,1031.0,Tin Oxide
1279,17.6,54.6,1.0918,917.0,Tin Oxide
1280,16.4,62.1,1.1493,888.0,Tin Oxide
1282,16.0,61.4,1.1043,876.0,Tin Oxide
1283,15.8,64.3,1.1416,964.0,Tin Oxide
1284,16.0,65.8,1.1844,1147.0,Tin Oxide
1285,16.8,62.5,1.1869,1493.0,Tin Oxide
